Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,time,Date,Time,Weekday,Sentiment_encode,Sentiment_Category
drifting day air nonchalance indifferent triviality life,Indifference,2023-02-22 17:00:00,NonchalantWanderer,Facebook,"['#Indifference', '#DriftingThroughLife']",9.0,18.0,India,2023,2,22,17,2023-02-22 17:00:00,2023-02-22,17:00:00,2,106,neutre
lost labyrinth thought confusion casting shadow quest clarity,Confusion,2020-06-05 12:15:00,ShadowedSeeker,Twitter,"['#Confusion', '#LabyrinthOfThoughts']",14.0,28.0,Australia,2020,6,5,12,2020-06-05 12:15:00,2020-06-05,12:15:00,4,37,neutre
wrapped cloak emotional numbness shield storm life turbulence,Numbness,2021-11-30 15:30:00,TurbulentShield,Instagram,"['#Numbness', '#EmotionalStorms']",10.0,20.0,Canada,2021,11,30,15,2021-11-30 15:30:00,2021-11-30,15:30:00,1,137,neutre
melancholy companion painting canvas life brushstrokes wistful yearning,Melancholy,2019-02-25 21:00:00,WistfulPainter,Facebook,"['#Melancholy', '#WistfulYearning']",13.0,26.0,UK,2019,2,25,21,2019-02-25 21:00:00,2019-02-25,21:00:00,0,126,neutre
leafing page old photo album nostalgia weaving tale laughter tear,Nostalgia,2017-05-18 14:45:00,TaleWeaver,Twitter,"['#Nostalgia', '#PhotoAlbumStories']",12.0,25.0,USA,2017,5,18,14,2017-05-18 14:45:00,2017-05-18,14:45:00,3,136,positif
ambivalence air caught crossroad conflicting emotion decision,Ambivalence,2022-08-05 11:30:00,CrossroadsExplorer,Instagram,"['#Ambivalence', '#CrossroadsConfusion']",15.0,30.0,Canada,2022,8,5,11,2022-08-05 11:30:00,2022-08-05,11:30:00,4,8,neutre
embracing beauty imperfection finding acceptance mosaic life unpredictable art,Acceptance,2023-06-15 16:20:00,MosaicArtist,Facebook,"['#Acceptance', '#UnpredictableArt']",18.0,36.0,Australia,2023,6,15,16,2023-06-15 16:20:00,2023-06-15,16:20:00,3,0,négatif
determination ablaze forging path challenge sculpting dream tangible reality,Determination,2021-10-10 14:45:00,DreamSculptor,Twitter,"['#Determination', '#SculptingDreams']",20.0,40.0,UK,2021,10,10,14,2021-10-10 14:45:00,2021-10-10,14:45:00,6,52,neutre
immerse serenity moonlit night quiet whisper nature bring peace soul,Serenity,2020-05-12 19:30:00,MoonlitSoul,Instagram,"['#Serenity', '#MoonlitPeace']",25.0,50.0,USA,2020,5,12,19,2020-05-12 19:30:00,2020-05-12,19:30:00,1,166,neutre
fueled curiosity venturing uncharted realm fearless explorer mystery world,Curiosity,2022-12-01 09:15:00,FearlessExplorer,Facebook,"['#Curiosity', '#FearlessExplorer']",22.0,44.0,India,2022,12,1,9,2022-12-01 09:15:00,2022-12-01,09:15:00,3,46,neutre
wrapped cloak emotional numbness shield storm life turbulence,Numbness,2021-11-30 15:30:00,TurbulentShield,Instagram,"['#Numbness', '#EmotionalStorms']",10.0,20.0,Canada,2021,11,30,15,2021-11-30 15:30:00,2021-11-30,15:30:00,1,137,neutre
dancing life exuberance carefree spirit embracing joy zest every turn,Zest,2018-07-12 17:45:00,JoyfulDancer,Twitter,"['#Zest', '#CarefreeSpirit']",15.0,30.0,USA,2018,7,12,17,2018-07-12 17:45:00,2018-07-12,17:45:00,3,190,positif
basking golden glow contentment serene river flowing landscape heart,Contentment,2020-09-05 20:10:00,SereneBasker,Facebook,"['#Contentment', '#GoldenGlow']",18.0,36.0,Australia,2020,9,5,20,2020-09-05 20:10:00,2020-09-05,20:10:00,5,40,positif
gazing towards horizon hopeful eye painting canvas dream illuminated sun optimism,Hopeful,2022-04-18 08:00:00,DreamPainter,Instagram,"['#Hopeful', '#CanvasOfDreams']",12.0,24.0,India,2022,4,18,8,2022-04-18 08:00:00,2022-04-18,08:00:00,0,101,neutre
standing tall proud oak branch achievement reaching towards sky accomplishment,Proud,2019-12-10 12:20:00,OakAchiever,Twitter,"['#Proud', '#BranchesOfAchievement']",25.0,50.0,Canada,2019,12,10,12,2019-12-10 12:20:00,2019-12-10,12:20:00,1,150,positif
heart overflowing gratitude garden appreciation bloom soil kindness connection,Grateful,2023-02-28 09:45:00,HeartGardener,Facebook,"['#Grateful', '#BlossomingConnection']",20.0,40.0,USA,2023,2,28,9,2023-02-28 09:45:00,2023-02-28,09:45:00,1,89,neutre
extending hand empathetic thread weaving tapestry understanding embracing joy sorrow others,Empathetic,2018-04-03 14:15:00,ThreadWeaver,Instagram,"['#Empathetic', '#TapestryOfUnderstanding']",15.0,30.0,UK,2018,4,3,14,2018-04-03 14:15:00,2018-04-03,14:15:00,1,65,positif
compassionate cloud heavy care showering empathy parched ground human suffering,Compassionate,2022-06-20 10:30:00,CloudCaretaker,Twitter,"['#Compassionate', '#ShowerOfEmpathy']",18.0,36.0,Australia,2022,6,20,10,2022-06-20 10:30:00,2022-06-20,10:30:00,0,34,négatif
playfully dancing rain laughter whimsical spirit twirling puddle joy lightheartedness,Playful,2020-07-08 18:00:00,RainDancer,Facebook,"['#Playful', '#DanceInTheRain']",22.0,44.0,Canada,2020,7,8,18,2020-07-08 18:00:00,2020-07-08,18:00:00,2,144,positif
soaring wing free spirit unburdened chain conformity painting sky independence,Free-spirited,2021-08-15 11:10:00,SkyPainter,Instagram,"['#FreeSpirit', '#PaintingTheSky']",20.0,40.0,India,2021,8,15,11,2021-08-15 11:10:00,2021-08-15,11:10:00,6,82,positif
bathed glow inspiration creative phoenix rising ash ordinary thought explore new realm,Inspired,2019-10-25 16:50:00,PhoenixExplorer,Twitter,"['#Inspired', '#CreativePhoenix']",15.0,30.0,UK,2019,10,25,16,2019-10-25 16:50:00,2019-10-25,16:50:00,4,109,positif
navigating sea hope sailing towards sunrise possibility confident ship positive anticipation,Hopeful,2023-10-05 07:30:00,SunriseNavigator,Facebook,"['#Hopeful', '#SunriseOfPossibilities']",12.0,24.0,USA,2023,10,5,7,2023-10-05 07:30:00,2023-10-05,07:30:00,3,101,positif
striding confidence footprint selfassuredness imprinted sand challenge conquered victory claimed,Confident,2022-02-15 13:15:00,SandStrider,Instagram,"['#Confident', '#FootprintsOfAssuredness']",25.0,50.0,Australia,2022,2,15,13,2022-02-15 13:15:00,2022-02-15,13:15:00,1,36,neutre
lost symphony night moonlit serenade whisper tale wanderlust moonlit dream,Serenity,2021-05-08 22:00:00,NightSerenader,Twitter,"['#Serenity', '#MoonlitSerenade']",13.0,26.0,Canada,2021,5,8,22,2021-05-08 22:00:00,2021-05-08,22:00:00,5,166,neutre
unveiling layer curiosity labyrinth question leading treasure trove undiscovered knowledge,Curiosity,2020-11-29 14:45:00,KnowledgeSeeker,Instagram,"['#Curiosity', '#LabyrinthOfQuestions']",17.0,34.0,USA,2020,11,29,14,2020-11-29 14:45:00,2020-11-29,14:45:00,6,46,neutre
embrace autumn breeze leaf ambivalence dancing waltz choice uncertainty,Ambivalence,2019-09-14 10:20:00,BreezeWaltzer,Facebook,"['#Ambivalence', '#AutumnWaltz']",14.0,28.0,UK,2019,9,14,10,2019-09-14 10:20:00,2019-09-14,10:20:00,5,8,neutre
gratitude guiding star navigating constellation blessing vast universe life precious moment,Grateful,2022-03-12 19:55:00,StarNavigator,Twitter,"['#Grateful', '#GuidingStar']",19.0,38.0,Australia,2022,3,12,19,2022-03-12 19:55:00,2022-03-12,19:55:00,5,89,positif
zestful heart sprinting field enthusiasm chasing sunbeam laughter meadow joy,Zest,2023-03-30 16:30:00,MeadowSprinter,Instagram,"['#Zest', '#FieldsOfEnthusiasm']",16.0,32.0,India,2023,3,30,16,2023-03-30 16:30:00,2023-03-30,16:30:00,3,190,positif
compassionate rain tear empathy falling gently nurturing seed kindness garden human connection,Compassionate,2021-07-01 12:10:00,RainNurturer,Facebook,"['#Compassionate', '#TearsOfEmpathy']",21.0,42.0,Canada,2021,7,1,12,2021-07-01 12:10:00,2021-07-01,12:10:00,3,34,positif
proudly scaling peak achievement mountaineer conquering challenge planting flag success,Proud,2020-01-05 08:45:00,PeakConqueror,Twitter,"['#Proud', '#ScalingPeaks']",23.0,46.0,USA,2020,1,5,8,2020-01-05 08:45:00,2020-01-05,08:45:00,6,150,positif
embraced hopeful dawn gardener sowing seed optimism tending bloom brighter tomorrow,Hopeful,2022-07-17 06:15:00,DawnGardener,Instagram,"['#Hopeful', '#SeedsOfOptimism']",14.0,28.0,UK,2022,7,17,6,2022-07-17 06:15:00,2022-07-17,06:15:00,6,101,neutre
playful escapade carnival life carousel laughter cotton candy dream swirling joyous atmosphere,Playful,2018-08-22 17:20:00,CarnivalDreamer,Facebook,"['#Playful', '#CarnivalEscapade']",24.0,48.0,Australia,2018,8,22,17,2018-08-22 17:20:00,2018-08-22,17:20:00,2,144,neutre
floating cloud inspiration artist painting sky stroke creativity creating masterpiece dream,Inspired,2021-12-08 14:30:00,SkyArtist,Twitter,"['#Inspired', '#CloudsOfCreativity']",18.0,36.0,India,2021,12,8,14,2021-12-08 14:30:00,2021-12-08,14:30:00,2,109,neutre
navigating river contentment serene boat cruise tranquil water inner peace acceptance,Contentment,2019-04-27 09:50:00,RiverNavigator,Instagram,"['#Contentment', '#TranquilWaters']",20.0,40.0,Canada,2019,4,27,9,2019-04-27 09:50:00,2019-04-27,09:50:00,5,40,neutre
empathy lantern wandering dark alley sorrow illuminating path compassion care,Empathetic,2023-09-03 21:40:00,LanternWanderer,Facebook,"['#Empathetic', '#LanternOfCompassion']",16.0,32.0,USA,2023,9,3,21,2023-09-03 21:40:00,2023-09-03,21:40:00,6,65,négatif
free spirit soaring wing dream leaving trail independence azure sky boundless possibility,Free-spirited,2020-06-10 10:05:00,DreamSoarer,Twitter,"['#FreeSpirit', '#WingsOfDreams']",22.0,44.0,UK,2020,6,10,10,2020-06-10 10:05:00,2020-06-10,10:05:00,2,82,positif
bathed golden hue gratefulness sunset appreciation casting warm glow landscape heart,Grateful,2022-04-01 18:30:00,SunsetAdmirer,Instagram,"['#Grateful', '#GoldenHues']",19.0,38.0,Australia,2022,4,1,18,2022-04-01 18:30:00,2022-04-01,18:30:00,4,89,positif
confident stride dance life ballroom selfassuredness lead twirling challenge grace,Confident,2021-01-15 13:00:00,DanceStrider,Facebook,"['#Confident', '#DanceOfLife']",23.0,46.0,Canada,2021,1,15,13,2021-01-15 13:00:00,2021-01-15,13:00:00,4,36,positif
hopeful whisper wind carrying promise brighter tomorrow symphony optimism air possibility,Hopeful,2023-05-06 07:20:00,WindWhisperer,Twitter,"['#Hopeful', '#BrighterTomorrows']",15.0,30.0,India,2023,5,6,7,2023-05-06 07:20:00,2023-05-06,07:20:00,5,101,neutre
playfully juggling responsibility circus performer balancing act work joy tossing laughter air,Playful,2019-11-18 15:15:00,JugglingArtist,Instagram,"['#Playful', '#JugglingResponsibilities']",25.0,50.0,USA,2019,11,18,15,2019-11-18 15:15:00,2019-11-18,15:15:00,0,144,positif
whispering tale inspiration star storyteller crafting constellation thread imagination,Inspired,2020-08-29 20:45:00,StarStoryteller,Facebook,"['#Inspired', '#TalesToTheStars']",14.0,28.0,UK,2020,8,29,20,2020-08-29 20:45:00,2020-08-29,20:45:00,5,109,neutre
charting course wave hopeful anticipation sailor steering towards shore dream yet unexplored,Hopeful,2022-10-30 11:40:00,WaveNavigator,Twitter,"['#Hopeful', '#SailorOfDreams']",17.0,34.0,Australia,2022,10,30,11,2022-10-30 11:40:00,2022-10-30,11:40:00,6,101,neutre
compassionate rain tear empathy falling gently nurturing seed kindness garden human connection,Compassionate,2021-07-01 12:10:00,RainNurturer,Instagram,"['#Compassionate', '#TearsOfEmpathy']",21.0,42.0,Canada,2021,7,1,12,2021-07-01 12:10:00,2021-07-01,12:10:00,3,34,positif
proudly scaling peak achievement mountaineer conquering challenge planting flag success,Proud,2020-01-05 08:45:00,PeakConqueror,Twitter,"['#Proud', '#ScalingPeaks']",23.0,46.0,USA,2020,1,5,8,2020-01-05 08:45:00,2020-01-05,08:45:00,6,150,positif
embraced hopeful dawn gardener sowing seed optimism tending bloom brighter tomorrow,Hopeful,2022-07-17 06:15:00,DawnGardener,Instagram,"['#Hopeful', '#SeedsOfOptimism']",14.0,28.0,UK,2022,7,17,6,2022-07-17 06:15:00,2022-07-17,06:15:00,6,101,neutre
playful escapade carnival life carousel laughter cotton candy dream swirling joyous atmosphere,Playful,2018-08-22 17:20:00,CarnivalDreamer,Facebook,"['#Playful', '#CarnivalEscapade']",24.0,48.0,Australia,2018,8,22,17,2018-08-22 17:20:00,2018-08-22,17:20:00,2,144,neutre
floating cloud inspiration artist painting sky stroke creativity creating masterpiece dream,Inspired,2021-12-08 14:30:00,SkyArtist,Twitter,"['#Inspired', '#CloudsOfCreativity']",18.0,36.0,India,2021,12,8,14,2021-12-08 14:30:00,2021-12-08,14:30:00,2,109,neutre
navigating river contentment serene boat cruise tranquil water inner peace acceptance,Contentment,2019-04-27 09:50:00,RiverNavigator,Instagram,"['#Contentment', '#TranquilWaters']",20.0,40.0,Canada,2019,4,27,9,2019-04-27 09:50:00,2019-04-27,09:50:00,5,40,neutre
empathy lantern wandering dark alley sorrow illuminating path compassion care,Empathetic,2023-09-03 21:40:00,LanternWanderer,Facebook,"['#Empathetic', '#LanternOfCompassion']",16.0,32.0,USA,2023,9,3,21,2023-09-03 21:40:00,2023-09-03,21:40:00,6,65,négatif
free spirit soaring wing dream leaving trail independence azure sky boundless possibility,Free-spirited,2020-06-10 10:05:00,DreamSoarer,Twitter,"['#FreeSpirit', '#WingsOfDreams']",22.0,44.0,UK,2020,6,10,10,2020-06-10 10:05:00,2020-06-10,10:05:00,2,82,positif
bathed golden hue gratefulness sunset appreciation casting warm glow landscape heart,Grateful,2022-04-01 18:30:00,SunsetAdmirer,Instagram,"['#Grateful', '#GoldenHues']",19.0,38.0,Australia,2022,4,1,18,2022-04-01 18:30:00,2022-04-01,18:30:00,4,89,positif
confident stride dance life ballroom selfassuredness lead twirling challenge grace,Confident,2021-01-15 13:00:00,DanceStrider,Facebook,"['#Confident', '#DanceOfLife']",23.0,46.0,Canada,2021,1,15,13,2021-01-15 13:00:00,2021-01-15,13:00:00,4,36,positif
hopeful whisper wind carrying promise brighter tomorrow symphony optimism air possibility,Hopeful,2023-05-06 07:20:00,WindWhisperer,Twitter,"['#Hopeful', '#BrighterTomorrows']",15.0,30.0,India,2023,5,6,7,2023-05-06 07:20:00,2023-05-06,07:20:00,5,101,neutre
playfully juggling responsibility circus performer balancing act work joy tossing laughter air,Playful,2019-11-18 15:15:00,JugglingArtist,Instagram,"['#Playful', '#JugglingResponsibilities']",25.0,50.0,USA,2019,11,18,15,2019-11-18 15:15:00,2019-11-18,15:15:00,0,144,positif
whispering tale inspiration star storyteller crafting constellation thread imagination,Inspired,2020-08-29 20:45:00,StarStoryteller,Facebook,"['#Inspired', '#TalesToTheStars']",14.0,28.0,UK,2020,8,29,20,2020-08-29 20:45:00,2020-08-29,20:45:00,5,109,neutre
charting course wave hopeful anticipation sailor steering towards shore dream yet unexplored,Hopeful,2022-10-30 11:40:00,WaveNavigator,Twitter,"['#Hopeful', '#SailorOfDreams']",17.0,34.0,Australia,2022,10,30,11,2022-10-30 11:40:00,2022-10-30,11:40:00,6,101,neutre
compassionate rain tear empathy falling gently nurturing seed kindness garden human connection,Compassionate,2021-07-01 12:10:00,RainNurturer,Instagram,"['#Compassionate', '#TearsOfEmpathy']",21.0,42.0,Canada,2021,7,1,12,2021-07-01 12:10:00,2021-07-01,12:10:00,3,34,positif
proudly scaling peak achievement mountaineer conquering challenge planting flag success,Proud,2020-01-05 08:45:00,PeakConqueror,Twitter,"['#Proud', '#ScalingPeaks']",23.0,46.0,USA,2020,1,5,8,2020-01-05 08:45:00,2020-01-05,08:45:00,6,150,positif
embraced hopeful dawn gardener sowing seed optimism tending bloom brighter tomorrow,Hopeful,2022-07-17 06:15:00,DawnGardener,Instagram,"['#Hopeful', '#SeedsOfOptimism']",14.0,28.0,India,2022,7,17,6,2022-07-17 06:15:00,2022-07-17,06:15:00,6,101,neutre
playful escapade carnival life carousel laughter cotton candy dream swirling joyous atmosphere,Playful,2018-08-22 17:20:00,CarnivalDreamer,Facebook,"['#Playful', '#CarnivalEscapade']",24.0,48.0,Australia,2018,8,22,17,2018-08-22 17:20:00,2018-08-22,17:20:00,2,144,neutre
drowning abyss despair heart shattered fragment lost echoing silence hopelessness,Despair,2021-09-15 16:00:00,ShatteredHeart,Instagram,"['#Despair', '#EchoingSilence']",8.0,16.0,Canada,2021,9,15,16,2021-09-15 16:00:00,2021-09-15,16:00:00,2,50,neutre
bitterness festering like venomous vine entwining soul web resentment poisoning garden peace,Bitterness,2019-03-08 14:20:00,VenomousSoul,Facebook,"['#Bitterness', '#ResentmentWeb']",12.0,24.0,UK,2019,3,8,14,2019-03-08 14:20:00,2019-03-08,14:20:00,4,21,neutre
wandering desert loneliness step heavy sigh mirage connection shimmering never materializing,Loneliness,2017-07-20 11:45:00,DesertWanderer,Twitter,"['#Loneliness', '#MiragesOfConnection']",15.0,30.0,USA,2017,7,20,11,2017-07-20 11:45:00,2017-07-20,11:45:00,3,121,négatif
yearning touch thats echo distant warmth haunting heart cold embrace solitude,Yearning,2020-11-02 19:30:00,ColdEmbrace,Instagram,"['#Yearning', '#DistantWarmth']",10.0,20.0,Australia,2020,11,2,19,2020-11-02 19:30:00,2020-11-02,19:30:00,0,189,négatif
eye wide open night fearful shadow dancing wall mind prisoner imagined horror,Fearful,2022-05-12 02:00:00,NightPrisoner,Facebook,"['#Fearful', '#ImaginedHorrors']",18.0,36.0,India,2022,5,12,2,2022-05-12 02:00:00,2022-05-12,02:00:00,3,80,négatif
apprehensive step tightrope uncertainty balancing act fall seems inevitable anxiety constant companion,Apprehensive,2023-04-08 13:15:00,TightropeWalker,Twitter,"['#Apprehensive', '#BalancingAct']",14.0,28.0,UK,2023,4,8,13,2023-04-08 13:15:00,2023-04-08,13:15:00,5,14,neutre
overwhelmed weight world atlas trembling shoulder responsibility boulder landscape exhaustion,Overwhelmed,2021-06-25 17:50:00,AtlasBearer,Instagram,"['#Overwhelmed', '#BouldersOfExhaustion']",22.0,44.0,Canada,2021,6,25,17,2021-06-25 17:50:00,2021-06-25,17:50:00,4,142,neutre
jealousy greeneyed monster lurking shadow casting dark cloud sunshine others success,Jealous,2019-08-30 10:10:00,GreenMonster,Facebook,"['#Jealous', '#GreenEyedMonster']",16.0,32.0,USA,2019,8,30,10,2019-08-30 10:10:00,2019-08-30,10:10:00,4,113,positif
devastated storm betrayal wreckage trust scattered like debris heart torn wind broken promise,Devastated,2022-08-03 15:30:00,StormSurvivor,Twitter,"['#Devastated', '#WindsOfBrokenPromises']",25.0,50.0,Australia,2022,8,3,15,2022-08-03 15:30:00,2022-08-03,15:30:00,2,53,négatif
frustrated finger tapping keyboard symphony annoyance composing unsolvable puzzle unmet expectation,Frustrated,2020-12-17 09:20:00,PuzzleComposer,Instagram,"['#Frustrated', '#UnsolvablePuzzle']",12.0,24.0,India,2020,12,17,9,2020-12-17 09:20:00,2020-12-17,09:20:00,3,85,négatif
envious eye fixated gilded prize heartache fueled painful desire possession seem forever reach,Envious,2021-02-28 22:45:00,GildedHeartache,Facebook,"['#Envious', '#GildedPrize']",20.0,40.0,USA,2021,2,28,22,2021-02-28 22:45:00,2021-02-28,22:45:00,6,72,négatif
dismissive glance fortress built indifference wall impenetrable plea understanding recognition,Dismissive,2018-05-10 14:00:00,IndifferentFort,Twitter,"['#Dismissive', '#ImpenetrableWalls']",14.0,28.0,UK,2018,5,10,14,2018-05-10 14:00:00,2018-05-10,14:00:00,3,57,neutre
shattered dream lie floor like fragment glass mosaic disappointment crafted hand frustration,Frustrated,2022-01-07 11:10:00,DreamMosaic,Instagram,"['#Frustrated', '#MosaicOfDisappointment']",15.0,30.0,Canada,2022,1,7,11,2022-01-07 11:10:00,2022-01-07,11:10:00,4,85,négatif
loneliness silent companion night echo chamber solitude heart solitary nocturne,Loneliness,2019-09-19 03:30:00,NocturnalEcho,Facebook,"['#Loneliness', '#SolitaryNocturne']",18.0,36.0,Australia,2019,9,19,3,2019-09-19 03:30:00,2019-09-19,03:30:00,3,121,neutre
fearful whisper dark mind haunted specter unknown shadow dancing rhythm anxiety tune,Fearful,2023-07-14 23:00:00,DarkWhispers,Twitter,"['#Fearful', '#SpecterOfTheUnknown']",13.0,26.0,UK,2023,7,14,23,2023-07-14 23:00:00,2023-07-14,23:00:00,4,80,négatif
bitterness bitter aftertaste lingering tongue word reminder wound refuse heal passing time,Bitterness,2020-04-05 16:20:00,LingeringTaste,Instagram,"['#Bitterness', '#BitterAftertaste']",10.0,20.0,India,2020,4,5,16,2020-04-05 16:20:00,2020-04-05,16:20:00,6,21,négatif
overwhelmed cacophony expectation drowning soul tempest pressure struggling stay afloat,Overwhelmed,2021-11-29 08:45:00,TempestSurvivor,Facebook,"['#Overwhelmed', '#DrowningSoul']",20.0,40.0,USA,2021,11,29,8,2021-11-29 08:45:00,2021-11-29,08:45:00,0,142,neutre
jealousy venom seeps vein poisoning heart turning breeding ground discontent,Jealous,2019-12-12 17:00:00,VenomousHeart,Twitter,"['#Jealous', '#HeartOfDiscontent']",16.0,32.0,Australia,2019,12,12,17,2019-12-12 17:00:00,2019-12-12,17:00:00,3,113,neutre
devastated revelation betrayal trust shattered like fragile glass leaving shard pain wake,Devastated,2022-05-20 14:50:00,FragileTrust,Instagram,"['#Devastated', '#ShatteredTrust']",25.0,50.0,Canada,2022,5,20,14,2022-05-20 14:50:00,2022-05-20,14:50:00,4,53,neutre
frustrated attempt mend broken connection thread understanding slipping finger like grain sand,Frustrated,2020-09-03 12:15:00,BrokenThreads,Facebook,"['#Frustrated', '#SlippingThreads']",14.0,28.0,UK,2020,9,3,12,2020-09-03 12:15:00,2020-09-03,12:15:00,3,85,négatif
envious gaze cast upon podium success bitter pill swallowed taste lingering constant reminder unattained height,Envious,2021-02-10 19:30:00,SuccessPill,Twitter,"['#Envious', '#BitterPill']",20.0,40.0,USA,2021,2,10,19,2021-02-10 19:30:00,2021-02-10,19:30:00,2,72,positif
dismissive gesture curtain drawn shield vulnerability stage emotion take backseat performance indifference,Dismissive,2018-08-18 14:40:00,CurtainShield,Instagram,"['#Dismissive', '#IndifferencePerformance']",12.0,24.0,Australia,2018,8,18,14,2018-08-18 14:40:00,2018-08-18,14:40:00,5,57,neutre
despair like heavy fog enveloping every thought blurring path ahead journey labyrinth utter hopelessness,Despair,2022-02-28 21:00:00,FoggyLabyrinth,Facebook,"['#Despair', '#LabyrinthOfHopelessness']",8.0,16.0,Canada,2022,2,28,21,2022-02-28 21:00:00,2022-02-28,21:00:00,0,50,négatif
bitterness bitter chill air freezing moment icicle resentment dangle precariously landscape memory,Bitterness,2019-10-15 10:30:00,IcyResentment,Twitter,"['#Bitterness', '#IciclesOfResentment']",15.0,30.0,UK,2019,10,15,10,2019-10-15 10:30:00,2019-10-15,10:30:00,1,21,négatif
loneliness solitary moon starless sky casting cold glow landscape isolation echo bounce empty space,Loneliness,2017-12-01 18:50:00,SolitaryMoon,Instagram,"['#Loneliness', '#StarlessSky']",18.0,36.0,USA,2017,12,1,18,2017-12-01 18:50:00,2017-12-01,18:50:00,4,121,négatif
yearning warmth vanished sun heartache painted hue sunset never graced horizon,Yearning,2020-04-18 16:15:00,VanishedSunset,Facebook,"['#Yearning', '#HuesOfSunset']",10.0,20.0,Australia,2020,4,18,16,2020-04-18 16:15:00,2020-04-18,16:15:00,5,189,neutre
fearful eye scanning shadow prisoner night terrorized lurking monster born mind darkest corner,Fearful,2023-01-07 03:30:00,NightPrisoner,Twitter,"['#Fearful', '#LurkingMonsters']",18.0,36.0,India,2023,1,7,3,2023-01-07 03:30:00,2023-01-07,03:30:00,5,80,négatif
apprehensive whisper wind forecast uncertainty mind weather vane spinning wildly storm doubt,Apprehensive,2021-06-10 10:00:00,WindWhisperer,Instagram,"['#Apprehensive', '#StormOfDoubt']",14.0,28.0,Canada,2021,6,10,10,2021-06-10 10:00:00,2021-06-10,10:00:00,3,14,positif
overwhelmed maze expectation minotaur pressure lurking labyrinth waiting devour spirit resilience,Overwhelmed,2020-02-22 15:20:00,MazeExplorer,Facebook,"['#Overwhelmed', '#MinotaurOfPressure']",22.0,44.0,USA,2020,2,22,15,2020-02-22 15:20:00,2020-02-22,15:20:00,5,142,neutre
jealousy festering wound pain intensifying glance garden others achievement blooming beyond fence,Jealous,2018-03-17 14:45:00,WoundedGarden,Twitter,"['#Jealous', '#BloomingAchievements']",16.0,32.0,UK,2018,3,17,14,2018-03-17 14:45:00,2018-03-17,14:45:00,5,113,neutre
devastated heart ruin echo shattered dream reverberating chamber requiem whole,Devastated,2022-10-28 11:15:00,RuinedHeart,Instagram,"['#Devastated', '#EchoesOfShatteredDreams']",25.0,50.0,Australia,2022,10,28,11,2022-10-28 11:15:00,2022-10-28,11:15:00,4,53,positif
frustrated attempt untangle knot confusion thread understanding slipping labyrinth miscommunication,Frustrated,2020-11-01 12:30:00,KnotUntangler,Facebook,"['#Frustrated', '#LabyrinthOfMiscommunication']",14.0,28.0,India,2020,11,1,12,2020-11-01 12:30:00,2020-11-01,12:30:00,6,85,négatif
envious eye locked treasure chest opportunity heartache fueled desire key seem forever elusive,Envious,2021-01-15 22:10:00,ElusiveKeys,Twitter,"['#Envious', '#DesireForKeys']",20.0,40.0,USA,2021,1,15,22,2021-01-15 22:10:00,2021-01-15,22:10:00,4,72,neutre
dismissive gesture curtain drawn shield vulnerability stage emotion take backseat performance indifference,Dismissive,2018-08-18 14:00:00,IndifferentFort,Instagram,"['#Dismissive', '#IndifferencePerformance']",12.0,24.0,Australia,2018,8,18,14,2018-08-18 14:00:00,2018-08-18,14:00:00,5,57,neutre
shattered dream lie floor like fragment glass mosaic disappointment crafted hand frustration,Frustrated,2022-01-07 11:10:00,DreamMosaic,Twitter,"['#Frustrated', '#MosaicOfDisappointment']",15.0,30.0,Canada,2022,1,7,11,2022-01-07 11:10:00,2022-01-07,11:10:00,4,85,négatif
loneliness silent companion night echo chamber solitude heart solitary nocturne,Loneliness,2019-09-19 03:30:00,NocturnalEcho,Facebook,"['#Loneliness', '#SolitaryNocturne']",18.0,36.0,Australia,2019,9,19,3,2019-09-19 03:30:00,2019-09-19,03:30:00,3,121,neutre
awestruck breathtaking sunrise mountain,Awe,2022-04-03 06:15:00,NatureAdmirer,Instagram,"['#Awe', '#BreathtakingSunrise']",28.0,55.0,USA,2022,4,3,6,2022-04-03 06:15:00,2022-04-03,06:15:00,6,17,positif
navigating challenge determination,Determination,2023-10-12 10:30:00,GoalPursuer,Twitter,"['#Determination', '#Challenges']",15.0,30.0,Canada,2023,10,12,10,2023-10-12 10:30:00,2023-10-12,10:30:00,3,52,neutre
nostalgia hit flipping old photo album,Nostalgia,2019-06-28 19:00:00,MemoryLane,Facebook,"['#Nostalgia', '#OldMemories']",22.0,45.0,UK,2019,6,28,19,2019-06-28 19:00:00,2019-06-28,19:00:00,4,136,positif
thrilled witness grandeur cultural festival,Thrill,2020-09-15 14:45:00,CultureEnthusiast,Instagram,"['#Thrill', '#CulturalCelebration']",40.0,80.0,India,2020,9,15,14,2020-09-15 14:45:00,2020-09-15,14:45:00,1,178,positif
calmness found rhythm raindrop windowpane,Calmness,2017-11-08 21:20:00,RainWatcher,Twitter,"['#Calmness', '#RainyDays']",18.0,35.0,Australia,2017,11,8,21,2017-11-08 21:20:00,2017-11-08,21:20:00,2,26,neutre
overwhelmed support received personal challenge,Overwhelmed,2021-05-20 17:30:00,PersonalJourney,Facebook,"['#Overwhelmed', '#SupportiveCommunity']",25.0,50.0,USA,2021,5,20,17,2021-05-20 17:30:00,2021-05-20,17:30:00,3,142,neutre
